name,position,age,market_value,country_from,league_from,club_from,country_to,league_to,club_to,fee,loan
Jonathan Panzo,Centre-Back,21,2.5,England,Premier League,Nottingham Forest,England,Championship,Coventry City,0,True
Francisco Ginella,Central Midfield,23,2.5,United States,MLS,Los Angeles FC,Uruguay,Primera División,Club Nacional,0,True
Martín Aguirregabiria,Right-Back,26,2.5,Spain,LaLiga2,Deportivo Alavés,Portugal,Liga Portugal,FC Famalicão,0,False
Javier López,Attacking Midfield,27,2.5,Mexico,Liga MX Apertura,Deportivo Guadalajara,Mexico,Liga MX Apertura,CF Pachuca,0,False
Moritz Jenz,Centre-Back,23,2.5,France,Ligue 1,FC Lorient,Scotland,Premiership,Celtic FC,0,True
Jamie Shackleton,Central Midfield,22,2.5,England,Premier League,Leeds United,England,Championship,Millwall FC,0,True
Ben Mee,Centre-Back,32,2.5,England,Championship,Burnley FC,England,Premier League,Brentford FC,0,False
Achraf Bencharki,Left Winger,27,2.5,Egypt,Premier League,Zamalek SC,United Arab Emirates,UAE Pro League,Al-Jazira (Abu Dhabi),0,False
Bruno Gomes,Defensive Midfield,21,2.5,Brazil,Série A,Sport Club Internacional,Brazil,Série A,Coritiba Foot Ball Club,0,True
Dorian Dessoleil,Centre-Back,29,2.5,Belgium,Jupiler Pro League,Royal Antwerp FC,Belgium,Jupiler Pro League,KV Kortrijk,0,True
Diego Lainez,Right Winger,22,2.5,Spain,LaLiga,Real Betis Balompié,Portugal,Liga Portugal,SC Braga,0,True
Cesc Fàbregas,Central Midfield,35,2.5,Monaco,Ligue 1,AS Monaco,Italy,Serie B,Como 1907,0,False
Álvaro González,Centre-Back,32,2.5,France,Ligue 1,Olympique Marseille,Saudi Arabia,Professional League,Al-Nassr Riad,0,False
Gabriel Silva,Centre-Forward,20,2.5,Brazil,Série A,Sociedade Esportiva Palmeiras,Portugal,Liga Portugal,CD Santa Clara,0,True
Santiago Colombatto,Defensive Midfield,25,2.5,Mexico,Liga MX Apertura,Club León FC,Portugal,Liga Portugal,FC Famalicão,0,True
Michal Karbownik,Right-Back,21,2.5,England,Premier League,Brighton & Hove Albion,Germany,2. Bundesliga,Fortuna Düsseldorf,0,True
Deyverson,Centre-Forward,31,2.5,Brazil,Série A,Sociedade Esportiva Palmeiras,Brazil,Série A,Cuiabá Esporte Clube (MT),0,False
Jorge Meré,Centre-Back,25,2.5,Mexico,Liga MX Apertura,CF América,Mexico,Liga MX Apertura,Mazatlán FC,0,True
Sidcley,Left-Back,29,2.5,Ukraine,Premier Liga,Dynamo Kyiv,Brazil,Série A,Cuiabá Esporte Clube (MT),0,False
Richie Laryea,Right-Back,27,2.5,England,Premier League,Nottingham Forest,Canada,MLS,Toronto FC,0,True
Isaac Atanga,Right Winger,22,2.5,United States,MLS,FC Cincinnati,Turkey,1.Lig,Göztepe,0,True
Martin Boyle,Right Winger,29,2.5,Saudi Arabia,Without League,Al-Faisaly FC,Scotland,Premiership,Hibernian FC,0,False
Gonzalo Escalante,Central Midfield,29,2.5,Italy,Serie A,SS Lazio,Italy,Serie A,US Cremonese,0,True
Darlan,Defensive Midfield,24,2.5,Brazil,Série B,Grêmio Foot-Ball Porto Alegrense,Brazil,Série B,Associação Chapecoense de Futebol,0,True
Dominique Heintz,Centre-Back,28,2.5,Germany,Bundesliga,1.FC Union Berlin,Germany,Bundesliga,VfL Bochum,0,True
Nico Serrano,Left Winger,19,2.5,Spain,LaLiga,Athletic Bilbao,Spain,LaLiga2,CD Mirandés,0,True
Antonio Candreva,Right Midfield,35,2.5,Italy,Serie A,UC Sampdoria,Italy,Serie A,US Salernitana 1919,0,True
Keinan Davis,Centre-Forward,24,2.5,England,Premier League,Aston Villa,England,Championship,Watford FC,0,True
Gideon Mensah,Left-Back,24,2.5,Austria,Bundesliga,Red Bull Salzburg,France,Ligue 1,AJ Auxerre,0,False
Joe Lolley,Right Winger,29,2.5,England,Premier League,Nottingham Forest,Australia,A-League Men,Sydney FC,0,False
Alberto Grassi,Central Midfield,27,2.5,Italy,Serie B,Parma Calcio 1913,Italy,Serie A,FC Empoli,0,True
Ryan Woods,Defensive Midfield,28,2.5,England,Championship,Birmingham City,England,Championship,Hull City,0,False
Yann Gboho,Attacking Midfield,21,2.5,France,Ligue 1,Stade Rennais FC,Belgium,Jupiler Pro League,Cercle Brugge ,0,False
Dani Gómez,Centre-Forward,24,2.5,Spain,LaLiga2,Levante UD,Spain,LaLiga,RCD Espanyol Barcelona,0,True
João Carvalho,Attacking Midfield,25,2.5,Greece,Super League 1,Olympiacos Piraeus,Portugal,Liga Portugal,GD Estoril Praia,0,True
Matheus Babi,Centre-Forward,25,2.5,Brazil,Série A,Club Athletico Paranaense,Portugal,Liga Portugal,CD Santa Clara,0,True
Nicolas N'Koulou,Centre-Back,32,2.5,England,Championship,Watford FC,Greece,Super League 1,Aris Thessaloniki,0,False
Zouhair Feddal,Centre-Back,32,2.5,Portugal,Liga Portugal,Sporting CP,Spain,LaLiga,Real Valladolid CF,0,False
José Carlos Lazo,Left Winger,26,2.5,Spain,LaLiga,UD Almería,Spain,LaLiga,RCD Espanyol Barcelona,0,False
Mamadou Mbacke,Centre-Back,19,2.5,United States,MLS,Los Angeles FC,Spain,LaLiga2,Villarreal CF B,0,True
Marco John,Left-Back,20,2.5,Germany,Bundesliga,TSG 1899 Hoffenheim,Germany,2. Bundesliga,SpVgg Greuther Fürth,0,True
Fredrik Björkan,Left-Back,24,2.5,Germany,Bundesliga,Hertha BSC,Netherlands,Eredivisie,Feyenoord Rotterdam,0,True
Pere Pons,Defensive Midfield,29,2.5,Spain,LaLiga2,Deportivo Alavés,Cyprus,Protathlima Cyta,AEK Larnaca,0,False
Mariusz Stepinski,Centre-Forward,27,2.5,Italy,Serie A,Hellas Verona,Cyprus,Protathlima Cyta,Aris Limassol,0,True
Albian Ajeti,Centre-Forward,25,2.5,Scotland,Premiership,Celtic FC,Austria,Bundesliga,SK Sturm Graz,0,True
Emiliano Martínez,Defensive Midfield,23,2.5,Brazil,Série A,Red Bull Bragantino,Denmark,Superligaen,FC Midtjylland,0,True
Yan Valery,Right-Back,23,2.5,England,Premier League,Southampton FC,France,Ligue 1,Angers SCO,0,False
Toni Villa,Left Winger,27,2.5,Spain,LaLiga,Real Valladolid CF,Spain,LaLiga,Girona FC,0,False
Filip Stevanovic,Left Winger,19,2.5,England,Premier League 2,Manchester City U21,Portugal,Liga Portugal,CD Santa Clara,0,True
Juan José Perea,Centre-Forward,22,1.2,Greece,Super League 1,PAS Giannina,Germany,Bundesliga,VfB Stuttgart,2.4,False
Arthur Chaves,Centre-Back,21,0.05,Brazil,Série A,Avaí Futebol Clube (SC),Portugal,Liga Sabseg,Académico Viseu FC,2.4,False
Matías Cóccaro,Centre-Forward,24,2.4,Uruguay,Primera División,Montevideo City Torque,Argentina,Liga Profesional,CA Huracán,0.465,False
Andrea Colpani,Central Midfield,23,2.4,Italy,Serie A,Atalanta BC,Italy,Serie A,AC Monza,0,False
Antonino La Gumina,Centre-Forward,26,2.4,Italy,Serie A,UC Sampdoria,Italy,Serie B,Benevento Calcio,0,True
Luca Mazzitelli,Central Midfield,26,2.4,Italy,Serie A,AC Monza,Italy,Serie B,Frosinone Calcio,0,True
Mees de Wit,Left-Back,24,1.5,Netherlands,Keuken Kampioen Divisie,PEC Zwolle,Netherlands,Eredivisie,AZ Alkmaar,2.3,False
Daniel Ballard,Centre-Back,22,2.0,England,Premier League 2,Arsenal FC U21,England,Championship,Sunderland AFC,2.3,False
Josh Bowler,Right Winger,23,2.0,England,Championship,Blackpool FC,England,Premier League,Nottingham Forest,2.3,False
David Nemeth,Centre-Back,21,2.3,Germany,Bundesliga,1.FSV Mainz 05,Germany,2. Bundesliga,FC St. Pauli,1.3,False
Danny da Costa,Right-Back,28,2.3,Germany,Bundesliga,Eintracht Frankfurt,Germany,Bundesliga,1.FSV Mainz 05,0,False
Jure Balkovec,Left-Back,27,2.3,Turkey,Süper Lig,Fatih Karagümrük,Turkey,Süper Lig,Alanyaspor,0,False
Javier Salas,Defensive Midfield,28,2.3,Mexico,Liga MX Apertura,Puebla FC,Mexico,Liga MX Apertura,FC Juárez,0,False
Ángel González,Right Winger,28,2.3,Argentina,Liga Profesional,Club Estudiantes de La Plata,Ecuador,Serie A Segunda Etapa,LDU Quito,0,False
Benjamin Tetteh,Centre-Forward,25,2.3,Turkey,1.Lig,Yeni Malatyaspor,England,Championship,Hull City,0,False
Andi Zeqiri,Centre-Forward,23,2.3,England,Premier League,Brighton & Hove Albion,Switzerland,Super League,FC Basel 1893,0,True
Pedro Pereira,Right-Back,24,2.3,Italy,Serie A,AC Monza,Turkey,Süper Lig,Alanyaspor,0,True
Wilfried Kanga,Centre-Forward,24,2.2,Switzerland,Super League,BSC Young Boys,Germany,Bundesliga,Hertha BSC,4.0,False
Gastón Brugman,Defensive Midfield,29,2.0,Italy,Serie B,Parma Calcio 1913,United States,MLS,Los Angeles Galaxy,2.2,False
Léo Duarte,Centre-Back,25,2.2,Italy,Serie A,AC Milan,Turkey,Süper Lig,Basaksehir FK,2.0,False
Pieros Sotiriou,Centre-Forward,29,2.2,Bulgaria,efbet Liga,Ludogorets Razgrad,Japan,J1 League,Sanfrecce Hiroshima,2.0,False
Sebastian Polter,Centre-Forward,31,2.2,Germany,Bundesliga,VfL Bochum,Germany,Bundesliga,FC Schalke 04,1.5,False
Bryan Linssen,Centre-Forward,31,2.2,Netherlands,Eredivisie,Feyenoord Rotterdam,Japan,J1 League,Urawa Red Diamonds,1.3,False
Jean-Luc Dompé,Left Winger,27,2.2,Belgium,Jupiler Pro League,SV Zulte Waregem,Germany,2. Bundesliga,Hamburger SV,1.1,False
Lorenzo Pirola,Centre-Back,20,2.2,Italy,Serie A,Inter Milan,Italy,Serie A,US Salernitana 1919,0.9,True
Samuel Bastien,Central Midfield,25,2.2,Belgium,Jupiler Pro League,Standard Liège,England,Championship,Burnley FC,0.8,False
Kristijan Bistrovic,Central Midfield,24,2.2,Russia,Premier Liga,CSKA Moscow,Italy,Serie A,US Lecce,0.3,True
Paul Seguin,Central Midfield,27,2.2,Germany,2. Bundesliga,SpVgg Greuther Fürth,Germany,Bundesliga,1.FC Union Berlin,0,False
Milos Pantovic,Attacking Midfield,25,2.2,Germany,Bundesliga,VfL Bochum,Germany,Bundesliga,1.FC Union Berlin,0,False
Josh Laurent,Central Midfield,27,2.2,England,Championship,Reading FC,England,Championship,Stoke City,0,False
Josep Martínez,Goalkeeper,24,2.2,Germany,Bundesliga,RB Leipzig,Italy,Serie B,Genoa CFC,0,True
Charalampos Lykogiannis,Left-Back,28,2.2,Italy,Serie B,Cagliari Calcio,Italy,Serie A,Bologna FC 1909,0,False
Koni De Winter,Centre-Back,20,2.2,Italy,Serie C - A,Juventus Next Gen,Italy,Serie A,FC Empoli,0,True
Borja Sainz,Left Winger,21,2.2,Spain,LaLiga2,Deportivo Alavés,Turkey,Süper Lig,Giresunspor,0,False
Paulo Victor,Left-Back,21,2.2,Brazil,Série A,Sport Club Internacional,Brazil,Série B,Club de Regatas Vasco da Gama,0,True
Kjell Scherpen,Goalkeeper,22,2.2,England,Premier League,Brighton & Hove Albion,Netherlands,Eredivisie,Vitesse Arnhem,0,True
Domingos Quina,Central Midfield,22,2.2,England,Championship,Watford FC,Spain,LaLiga,Elche CF,0,True
Leo Stulac,Defensive Midfield,27,2.2,Italy,Serie A,FC Empoli,Italy,Serie B,Palermo FC,0,True
Ishak Belfodil,Centre-Forward,30,2.2,Germany,Bundesliga,Hertha BSC,Qatar,Stars League,Al-Gharafa SC,0,False
Niels Nkounkou,Left-Back,21,2.2,England,Premier League,Everton FC,Wales,Championship,Cardiff City,0,True
Landry Dimata,Centre-Forward,24,2.2,Spain,LaLiga,RCD Espanyol Barcelona,Netherlands,Eredivisie,NEC Nijmegen,0,True
Abdul-Rahman Baba,Left-Back,28,2.2,England,Premier League,Chelsea FC,England,Championship,Reading FC,0,True
Pietro Beruatto,Left-Back,23,2.0,Italy,Serie C - A,Juventus Next Gen,Italy,Serie B,Pisa Sporting Club,2.1,False
Jerónimo Cacciabue,Central Midfield,24,2.1,Argentina,Liga Profesional,CA Newell's Old Boys,Poland,Ekstraklasa,Miedz Legnica,0,True
Sofian Kiyine,Central Midfield,24,2.1,Italy,Serie A,SS Lazio,Belgium,Jupiler Pro League,Oud-Heverlee Leuven,0,False
Jordy Caicedo,Centre-Forward,24,2.0,Bulgaria,efbet Liga,CSKA-Sofia,Mexico,Liga MX Apertura,Tigres UANL,2.5,False
Gabriel Florentín,Attacking Midfield,23,2.0,Argentina,Liga Profesional,AA Argentinos Juniors,Russia,Premier Liga,FK Orenburg,2.2,False
Ousmane Camara,Centre-Back,19,2.0,France,Ligue 2,Paris FC,France,Ligue 1,Angers SCO,2.2,False
Emre Demir,Attacking Midfield,18,1.8,Turkey,Süper Lig,Kayserispor,Spain,Primera Federación - Gr. II,FC Barcelona Atlètic,2.0,False
Delano Burgzorg,Left Winger,23,2.0,Netherlands,Keuken Kampioen Divisie,Heracles Almelo,Germany,Bundesliga,1.FSV Mainz 05,2.0,False
Riccardo Ciervo,Left Winger,20,1.5,Italy,Serie A,AS Roma,Italy,Serie A,US Sassuolo,2.0,False
Jessic Ngankam,Centre-Forward,21,2.0,Germany,2. Bundesliga,SpVgg Greuther Fürth,Germany,Bundesliga,Hertha BSC,2.0,False
Marcin Bulka,Goalkeeper,22,2.0,France,Ligue 1,Paris Saint-Germain,France,Ligue 1,OGC Nice,2.0,False
Leonardo Buta,Left-Back,20,0.45,Portugal,Without League,SC Braga B,Italy,Serie A,Udinese Calcio,2.0,False
Valentin Antov,Centre-Back,21,0.8,Bulgaria,efbet Liga,CSKA-Sofia,Italy,Serie A,AC Monza,2.0,False
Facundo Waller,Left Midfield,25,1.8,Uruguay,Primera División,Club Plaza Colonia,Mexico,Liga MX Apertura,Atlético de San Luis,2.0,False
Oscar Fraulo,Central Midfield,18,0.35,Denmark,Superligaen,FC Midtjylland,Germany,Bundesliga,Borussia Mönchengladbach,2.0,False
Zakaria Aboukhlal,Right Winger,22,2.0,Netherlands,Eredivisie,AZ Alkmaar,France,Ligue 1,FC Toulouse,2.0,False
Dominik Kotarski,Goalkeeper,22,1.5,Croatia,SuperSport HNL,HNK Gorica,Greece,Super League 1,PAOK Thessaloniki,2.0,False
Ahmed Touba,Centre-Back,24,1.0,Netherlands,Eredivisie,RKC Waalwijk,Turkey,Süper Lig,Basaksehir FK,2.0,False
Emre Mor,Right Winger,24,1.7,Turkey,Süper Lig,Fatih Karagümrük,Turkey,Süper Lig,Fenerbahce,2.0,False
Alexsandro,Centre-Back,22,0.8,Portugal,Liga Portugal,GD Chaves,France,Ligue 1,LOSC Lille,2.0,False
Michel Vlap,Attacking Midfield,25,2.0,Belgium,Jupiler Pro League,RSC Anderlecht,Netherlands,Eredivisie,Twente Enschede FC,2.0,False
Luca de la Torre,Central Midfield,24,0.85,Netherlands,Keuken Kampioen Divisie,Heracles Almelo,Spain,LaLiga,Celta de Vigo,2.0,False
Matteo Luigi Brunori,Centre-Forward,27,1.2,Italy,Serie C - A,Juventus Next Gen,Italy,Serie B,Palermo FC,2.0,False
Emrecan Uzunhan,Centre-Back,21,0.525,Turkey,Süper Lig,Istanbulspor,Turkey,Süper Lig,Besiktas JK,2.0,False
Roggerio Nyakossi,Centre-Back,18,0.1,Switzerland,Super League,Servette FC,France,N 3 - Corse-Méditer.,Olympique de Marseille B,2.0,False
Veton Berisha,Centre-Forward,28,1.3,Norway,Eliteserien,Viking Stavanger,Sweden,Allsvenskan,Hammarby IF,2.0,False
Giacomo Quagliata,Left-Back,22,0.8,Netherlands,Keuken Kampioen Divisie,Heracles Almelo,Italy,Serie A,US Cremonese,2.0,False
Doron Leidner,Left-Back,20,1.2,Israel,Ligat ha'Al,Hapoel Tel Aviv,Greece,Super League 1,Olympiacos Piraeus,2.0,False
Daniel Samek,Defensive Midfield,18,2.0,Czech Republic,Fortuna Liga,SK Slavia Prague,Italy,Serie A,US Lecce,2.0,False
Victor Boniface,Centre-Forward,21,0.7,Norway,Eliteserien,FK Bodø/Glimt,Belgium,Jupiler Pro League,Royale Union Saint Gilloise,2.0,False
Lameck Banda,Right Winger,21,0.3,Israel,Liga Leumit,Maccabi Petah Tikva,Italy,Serie A,US Lecce,2.0,False
Oleksandr Zubkov,Right Winger,26,1.8,Hungary,NB I.,Ferencvárosi TC,Ukraine,Premier Liga,Shakhtar Donetsk,2.0,False
Tommaso Mancini,Centre-Forward,18,0.5,Italy,Serie C - A,LR Vicenza,Italy,Primavera 1,Juventus Primavera,2.0,False
Willyan Rocha,Centre-Back,27,1.5,Portugal,Liga Portugal,Portimonense SC,Russia,Premier Liga,CSKA Moscow,2.0,False
Brian Ocampo,Right Winger,23,2.0,Uruguay,Primera División,Club Nacional,Spain,LaLiga,Cádiz CF,1.9,False
Cedric Itten,Centre-Forward,25,2.0,Scotland,Premiership,Rangers FC,Switzerland,Super League,BSC Young Boys,1.82,False
Rayan Raveloson,Defensive Midfield,25,2.0,United States,MLS,Los Angeles Galaxy,France,Ligue 1,AJ Auxerre,1.75,False
Jessic Ngankam,Centre-Forward,21,2.0,Germany,Bundesliga,Hertha BSC,Germany,2. Bundesliga,SpVgg Greuther Fürth,1.5,False
Khaled Narey,Right Winger,27,2.0,Germany,2. Bundesliga,Fortuna Düsseldorf,Greece,Super League 1,PAOK Thessaloniki,1.5,False
Andreas Bruus,Right-Back,23,2.0,Denmark,Superligaen,Bröndby IF,France,Ligue 1,ESTAC Troyes,1.5,False
Moustapha Name,Defensive Midfield,27,2.0,France,Ligue 2,Paris FC,Cyprus,Protathlima Cyta,Pafos FC,1.5,False
Ohi Omoijuanfo,Centre-Forward,28,2.0,Serbia,Super liga Srbije,Red Star Belgrade,Denmark,Superligaen,Bröndby IF,1.35,False
Andrés Andrade,Centre-Back,23,2.0,Austria,Bundesliga,LASK,Germany,2. Bundesliga,Arminia Bielefeld,1.25,False
Dogucan Haspolat,Defensive Midfield,22,2.0,Turkey,Süper Lig,Kasimpasa,Turkey,Süper Lig,Trabzonspor,1.2,False
Oscar Vilhelmsson,Centre-Forward,18,2.0,Sweden,Allsvenskan,IFK Göteborg,Germany,2. Bundesliga,SV Darmstadt 98,1.2,False
Krzysztof Kubica,Central Midfield,22,2.0,Poland,Ekstraklasa,Górnik Zabrze,Italy,Serie B,Benevento Calcio,1.2,False
Srdjan Babic,Centre-Back,26,2.0,Serbia,Super liga Srbije,Red Star Belgrade,Spain,LaLiga,UD Almería,1.1,False
Pipa,Right-Back,24,2.0,England,Championship,Huddersfield Town,Greece,Super League 1,Olympiacos Piraeus,1.0,False
Eduard Löwen,Central Midfield,25,2.0,Germany,Bundesliga,Hertha BSC,United States,Without League,St. Louis CITY SC,1.0,False
Francesco Di Mariano,Left Winger,26,2.0,Italy,Serie A,US Lecce,Italy,Serie B,Palermo FC,1.0,False
Milan Pavkov,Centre-Forward,28,2.0,Serbia,Super liga Srbije,Red Star Belgrade,Saudi Arabia,Professional League,Al-Fayha FC,1.0,False
Amer Gojak,Attacking Midfield,25,2.0,Croatia,SuperSport HNL,GNK Dinamo Zagreb,Hungary,NB I.,Ferencvárosi TC,1.0,False
Yanis Hamache,Left-Back,23,2.0,Portugal,Liga Portugal,Boavista FC,Ukraine,Premier Liga,SK Dnipro-1,1.0,False
Sergio Santos,Centre-Forward,27,2.0,United States,MLS,Philadelphia Union,United States,MLS,FC Cincinnati,0.841,False
Tommaso Milanese,Central Midfield,19,2.0,Italy,Serie A,AS Roma,Italy,Serie A,US Cremonese,0.75,False
Renato Steffen,Right Winger,30,2.0,Germany,Bundesliga,VfL Wolfsburg,Switzerland,Super League,FC Lugano,0.75,False
Hamidou Traore,Defensive Midfield,25,2.0,Turkey,Süper Lig,Giresunspor,Serbia,Super liga Srbije,FK Partizan Belgrade,0.7,False
William Mikelbrencis,Right-Back,18,2.0,France,Ligue 2,FC Metz,Germany,2. Bundesliga,Hamburger SV,0.7,False
Adam Gnezda Cerin,Central Midfield,22,2.0,Germany,2. Bundesliga,1.FC Nuremberg,Greece,Super League 1,Panathinaikos Athens,0.65,False
Kanya Fujimoto,Attacking Midfield,23,2.0,Japan,J2 League,Tokyo Verdy,Portugal,Liga Portugal,Gil Vicente FC,0.6,False
Federico Di Francesco,Left Winger,28,2.0,Italy,Serie B,SPAL,Italy,Serie A,US Lecce,0.5,False
Irfan Can Egribayat,Goalkeeper,24,2.0,Turkey,1.Lig,Göztepe,Turkey,Süper Lig,Fenerbahce,0.5,True
Cenk Özkacar,Centre-Back,21,2.0,France,Ligue 1,Olympique Lyon,Spain,LaLiga,Valencia CF,0.5,True
Marrony,Centre-Forward,23,2.0,Denmark,Superligaen,FC Midtjylland,Brazil,Série A,Fluminense Football Club,0.4,True
Carlitos,Centre-Forward,32,2.0,Greece,Super League 1,Panathinaikos Athens,Poland,Ekstraklasa,Legia Warszawa,0.4,False
Jacob Shaffelburg,Left Winger,22,2.0,Canada,MLS,Toronto FC,United States,MLS,Nashville SC,0.205,True
Sebastien Thill,Attacking Midfield,28,2.0,Luxembourg,BGL Ligue,FC Progrès Niederkorn,Germany,2. Bundesliga,FC Hansa Rostock,0.2,False
Flávio,Central Midfield,26,2.0,Turkey,Süper Lig,Trabzonspor,Saudi Arabia,Professional League,Al-Taawoun FC,0.196,True
Paul Nardi,Goalkeeper,28,2.0,France,Ligue 1,FC Lorient,Belgium,Jupiler Pro League,KAA Gent,0.15,False
Matous Trmal,Goalkeeper,23,2.0,Portugal,Liga Portugal,Vitória Guimarães SC,Portugal,Liga Portugal,CS Marítimo,0.05,True
Yahia Fofana,Goalkeeper,21,2.0,France,Ligue 2,AC Le Havre,France,Ligue 1,Angers SCO,0,False
Jens Stryger Larsen,Right-Back,31,2.0,Italy,Serie A,Udinese Calcio,Turkey,Süper Lig,Trabzonspor,0,False
Philipp Hofmann,Centre-Forward,29,2.0,Germany,2. Bundesliga,Karlsruher SC,Germany,Bundesliga,VfL Bochum,0,False
Jérémie Bela,Left Winger,29,2.0,England,Championship,Birmingham City,France,Ligue 1,Clermont Foot 63,0,False
Miha Blazic,Centre-Back,29,2.0,Hungary,NB I.,Ferencvárosi TC,France,Ligue 1,Angers SCO,0,False
Thomas Delaine,Left-Back,30,2.0,France,Ligue 2,FC Metz,France,Ligue 1,RC Strasbourg Alsace,0,False
Davide Bettella,Centre-Back,22,2.0,Italy,Serie A,Atalanta BC,Italy,Serie A,AC Monza,0,False
Fernando González,Defensive Midfield,28,2.0,Mexico,Liga MX Apertura,Club Necaxa,Mexico,Liga MX Apertura,Deportivo Guadalajara,0,False
Domagoj Pavicic,Central Midfield,28,2.0,Croatia,SuperSport HNL,HNK Rijeka,Turkey,Süper Lig,Konyaspor,0,False
Andrés Roa,Attacking Midfield,29,2.0,Argentina,Liga Profesional,Club Atlético Independiente,Argentina,Liga Profesional,AA Argentinos Juniors,0,False
Rafa Soares,Left-Back,27,2.0,Portugal,Liga Portugal,Vitória Guimarães SC,Greece,Super League 1,PAOK Thessaloniki,0,False
Fraser Forster,Goalkeeper,34,2.0,England,Premier League,Southampton FC,England,Premier League,Tottenham Hotspur,0,False
Sheyi Ojo,Left Winger,25,2.0,England,Premier League,Liverpool FC,Wales,Championship,Cardiff City,0,False
Cenk Tosun,Centre-Forward,31,2.0,England,Premier League,Everton FC,Turkey,Süper Lig,Besiktas JK,0,False
Mahlon Romeo,Right-Back,26,2.0,England,Championship,Millwall FC,Wales,Championship,Cardiff City,0,False
Jake Clarke-Salter,Centre-Back,24,2.0,England,Premier League,Chelsea FC,England,Championship,Queens Park Rangers,0,False
Jürgen Locadia,Centre-Forward,28,2.0,Germany,Bundesliga,VfL Bochum,Iran,Persian Gulf Pro League,Persepolis FC,0,False
Jemerson,Centre-Back,29,2.0,,Without League,Without Club,Brazil,Série A,Clube Atlético Mineiro,0,False
Cauley Woodrow,Centre-Forward,27,2.0,England,League One,Barnsley FC,England,Championship,Luton Town,0,False
Will Vaulks,Defensive Midfield,28,2.0,Wales,Championship,Cardiff City,England,League One,Sheffield Wednesday,0,False
Ole Selnaes,Defensive Midfield,27,2.0,China,Super League,Shenzhen FC,Switzerland,Super League,FC Zürich,0,False
Juan Brunetta,Attacking Midfield,25,2.0,Argentina,Liga Profesional,CD Godoy Cruz Antonio Tomba,Mexico,Liga MX Apertura,Santos Laguna,0,True
Zeki Amdouni,Centre-Forward,21,2.0,Switzerland,Challenge League,FC Lausanne-Sport,Switzerland,Super League,FC Basel 1893,0,True
Gianluca Frabotta,Left-Back,23,2.0,Italy,Serie A,Juventus FC,Italy,Serie A,US Lecce,0,True
João Carlos Teixeira,Attacking Midfield,29,2.0,Portugal,Liga Portugal,FC Famalicão,Qatar,Stars League,Umm Salal SC,0,False
Roberto López,Attacking Midfield,22,2.0,Spain,LaLiga,Real Sociedad,Spain,LaLiga2,CD Mirandés,0,True
Benik Afobe,Centre-Forward,29,2.0,England,Championship,Stoke City,England,Championship,Millwall FC,0,False
Mattia Valoti,Central Midfield,28,2.0,Italy,Serie B,SPAL,Italy,Serie A,AC Monza,0,False
Thiago Galhardo,Centre-Forward,32,2.0,Brazil,Série A,Sport Club Internacional,Brazil,Série A,Fortaleza Esporte Clube,0,True
Salvi Sánchez,Right Winger,31,2.0,Spain,LaLiga,Cádiz CF,Spain,LaLiga,Rayo Vallecano,0,False
Mile Svilar,Goalkeeper,22,2.0,Portugal,Liga Portugal,SL Benfica,Italy,Serie A,AS Roma,0,False
